timestamp,BTCUSDT_open,BTCUSDT_high,BTCUSDT_low,BTCUSDT_close,BTCUSDT_volume,XRPUSDT_open,XRPUSDT_high,XRPUSDT_low,XRPUSDT_close,XRPUSDT_volume,ETHUSDT_open,ETHUSDT_high,ETHUSDT_low,ETHUSDT_close,ETHUSDT_volume,SOLUSDT_open,SOLUSDT_high,SOLUSDT_low,SOLUSDT_close,SOLUSDT_volume,DOGEUSDT_open,DOGEUSDT_high,DOGEUSDT_low,DOGEUSDT_close,DOGEUSDT_volume,ADAUSDT_open,ADAUSDT_high,ADAUSDT_low,ADAUSDT_close,ADAUSDT_volume,SHIBUSDT_open,SHIBUSDT_high,SHIBUSDT_low,SHIBUSDT_close,SHIBUSDT_volume,DOTUSDT_open,DOTUSDT_high,DOTUSDT_low,DOTUSDT_close,DOTUSDT_volume,BTTUSDT_open,BTTUSDT_high,BTTUSDT_low,BTTUSDT_close,BTTUSDT_volume,LINKUSDT_open,LINKUSDT_high,LINKUSDT_low,LINKUSDT_close,LINKUSDT_volume,ALGOUSDT_open,ALGOUSDT_high,ALGOUSDT_low,ALGOUSDT_close,ALGOUSDT_volume,AVAXUSDT_open,AVAXUSDT_high,AVAXUSDT_low,AVAXUSDT_close,AVAXUSDT_volume
2020-07-13,9303.31,9343.82,9200.89,9242.62,42740.069115,0.20122,0.2066,0.191,0.19867,210692216.4,242.76,245.33,237.33,239.5,604093.04245,,,,,,0.0036357,0.0036408,0.0029767,0.0031677,4007164536.0,0.12689,0.136,0.12078,0.12427,688293154.1,,,,,,,,,,,0.0004194,0.00043,0.000399,0.0003999,4865346153.0,7.3447,8.48,6.8525,7.163,30737550.96,0.2793,0.2914,0.2601,0.2653,28864399.86,,,,,
2020-07-14,9242.61,9279.54,9113.0,9255.85,45772.552509,0.19866,0.19978,0.195,0.19909,126120726.2,239.5,242.09,237.0,240.44,426320.89188,,,,,,0.0031587,0.00339,0.0030302,0.0032888,2316802022.0,0.12426,0.135,0.1208,0.13256,573751827.4,,,,,,,,,,,0.0003999,0.0004003,0.0003802,0.0003954,4652962573.0,7.1616,8.3446,6.965,8.1321,25153380.41,0.2651,0.2773,0.25,0.2722,24066025.9,,,,,
2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.579665,0.19908,0.1999,0.19635,0.19721,97567941.8,240.45,241.45,236.83,238.61,368350.66518,,,,,,0.0032911,0.0032911,0.003056,0.0030868,1386310052.0,0.13254,0.13283,0.12732,0.13069,370682346.2,,,,,,,,,,,0.0003952,0.0004058,0.0003927,0.0003995,3198517068.0,8.1315,8.908,7.8309,8.6494,20518883.22,0.2723,0.2926,0.2608,0.2881,26276394.19,,,,,
2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.571191,0.19722,0.19756,0.18822,0.19444,154403446.1,238.59,239.39,230.02,233.57,587161.73894,,,,,,0.0030954,0.003096,0.0028525,0.0029808,2070197756.0,0.13071,0.13333,0.11829,0.12602,607317645.2,,,,,,,,,,,0.0003994,0.0004005,0.000362,0.0003842,4933777028.0,8.6486,8.8822,7.9427,8.354,20705851.79,0.2881,0.3604,0.264,0.3546,120683876.83,,,,,
2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.358741,0.19447,0.19824,0.19125,0.1944,119390267.7,233.58,234.84,231.65,232.67,325600.21444,,,,,,0.0029808,0.00309,0.0029169,0.0030528,1885382230.0,0.12605,0.12671,0.12163,0.12224,269816299.8,,,,,,,,,,,0.0003841,0.0003871,0.0003736,0.0003776,3019239934.0,8.3545,8.6444,8.2,8.2605,8727930.83,0.3546,0.3868,0.3326,0.346,81929671.04,,,,,
2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.541457,0.19441,0.20203,0.19392,0.1999,125668578.9,232.66,236.8,232.32,235.67,341356.6182,,,,,,0.0030528,0.00368,0.003013,0.003449,8332776850.0,0.12224,0.12475,0.11823,0.1227,275326072.2,,,,,,,,,,,0.0003775,0.0003942,0.0003721,0.0003891,3352005722.0,8.2589,8.2648,7.657,7.9734,11416632.85,0.346,0.364,0.3319,0.3558,26932812.13,,,,,
2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.019417,0.19989,0.20205,0.19574,0.19956,117946275.3,235.67,239.92,233.28,239.11,348803.52073,,,,,,0.0034488,0.0037789,0.0033104,0.0033811,3659586603.0,0.12267,0.12475,0.12113,0.12402,172079009.8,,,,,,,,,,,0.0003893,0.0003958,0.0003791,0.0003904,3535391141.0,7.9731,8.21,7.7782,8.0784,6896213.31,0.3558,0.399,0.3368,0.3883,28206480.41,,,,,
2020-07-20,9208.99,9221.52,9131.0,9160.78,35458.764082,0.19961,0.20019,0.19194,0.19465,114187102.0,239.12,239.72,234.05,236.01,396657.91938,,,,,,0.0033811,0.0034315,0.00314,0.0032201,1636615889.0,0.12401,0.12431,0.11465,0.11771,253190451.2,,,,,,,,,,,0.000391,0.0004,0.0003812,0.0003848,3141978372.0,8.0848,8.1388,7.121,7.2301,11043721.17,0.3887,0.3957,0.3425,0.3567,43805592.81,,,,,
2020-07-21,9160.78,9437.73,9152.8,9390.0,60413.582486,0.19465,0.201,0.19386,0.19949,116436628.1,236.0,246.66,235.57,245.59,637462.08074,,,,,,0.0032192,0.0033659,0.0031377,0.0032979,1188848956.0,0.11772,0.12468,0.11671,0.12321,260880715.5,,,,,,,,,,,0.0003848,0.000399,0.0003819,0.0003923,3436440738.0,7.2301,7.6788,6.9232,7.3101,10937153.27,0.3566,0.3706,0.3352,0.3463,34488069.07,,,,,
2020-07-22,9390.0,9544.0,9261.0,9518.16,48815.004107,0.19946,0.20441,0.196,0.20348,127274412.3,245.53,269.61,241.51,263.74,718417.68296,,,,,,0.0032978,0.003305,0.0032089,0.0032868,591711751.0,0.1232,0.12466,0.12032,0.1238,167277837.9,,,,,,,,,,,0.0003923,0.0003975,0.000386,0.0003967,3299828041.0,7.3086,7.6365,7.0832,7.4689,9599551.14,0.3461,0.3596,0.3426,0.3456,19968117.74,,,,,
2020-07-23,9518.16,9664.0,9440.33,9603.27,51856.2335,0.20351,0.21584,0.20142,0.20851,231892970.4,263.75,279.98,259.7,275.3,1068774.57879,,,,,,0.0032917,0.003337,0.0032598,0.0032997,792908063.0,0.12385,0.12607,0.12333,0.12422,233344422.6,,,,,,,,,,,0.0003966,0.0003976,0.000391,0.0003919,4227152015.0,7.469,8.099,7.4029,7.8983,10917062.94,0.3458,0.3495,0.3233,0.3291,23578757.68,,,,,
2020-07-24,9603.27,9637.0,9463.44,9537.8,43931.136205,0.20847,0.20855,0.20189,0.20392,162043579.9,275.31,287.34,266.0,279.15,926033.06692,,,,,,0.0033035,0.0033114,0.0031465,0.0032113,824558980.0,0.1242,0.12437,0.12053,0.12197,185179301.2,,,,,,,,,,,0.0003919,0.0003961,0.0003844,0.0003889,4690584051.0,7.8982,7.9304,7.384,7.4284,7314721.87,0.329,0.3307,0.31,0.3123,20416761.08,,,,,
2020-07-25,9538.1,9732.9,9513.0,9700.42,40679.545416,0.20393,0.21756,0.2035,0.21463,237958032.7,279.15,308.94,279.09,305.26,1058927.30554,,,,,,0.0032173,0.0033433,0.0031761,0.0032475,867588133.0,0.122,0.14588,0.12195,0.14362,851485004.5,,,,,,,,,,,0.0003889,0.0003929,0.0003853,0.0003914,3221585823.0,7.4284,7.8009,7.3744,7.672,7507174.9,0.3122,0.3374,0.3102,0.319,22159338.91,,,,,
